cod_articulo,numero_proveedor,numero_deposito,cantidad,p_pesos,p_dolar
BROCA-79,ATLAS,1B,27,0,215
BROCA-80,ROBIT,1B,1,0,225
BROCA-81,SDVK,1B,2,0,26
BROCA-82,ROCKMORE,1B,7,0,312
BROCA-83,ROCKMORE,1B,7,0,340
BROCA-84,BOART,1B,4,0,265
BROCA-85,TOPO,1B,2,0,260
BROCA-86,P&V,1B,1,0,296
BROCA-87,SDVK,1B,2,0,234
BROCA-88,ROCKMORE,1B,0,0,212.62
BROCA-89,ROCKMORE,1B,15,0,195
BROCA-90,BOART,1B,-1,0,176
BROCA-91,BOART,1B,11,0,132
BROCA-92,TOPO,1B,0,0,152.44
MANGUITO-05,N/A,1B,35,0,102
MANGUITO-06,N/A,1B,24,0,85
MANGUITO-07,BOART,1B,3,0,51
BARRAPERF-25,ROCKMORE,1B,69,0,1055
BARRAPERF-26,BOART,1B,0,0,0
BARRAPERF-27,ATLAS,1B,0,0,930
BARRAPERF-28,B&L,1B,4,0,0
BARRAPERF-29,ATLAS,1B,1,0,712
BARRAPERF-30,BOART,1B,1,0,690
BARRAPERF-31,ROCKMORE,1B,0,0,630
BARRAPERF-32,TOPO,1B,4,0,512
BARRAPERF-33,BOART,1B,6,0,497.82
BARRAPERF-34,ATLAS,1B,14,0,500
BARRAPERF-35,TOPO,1B,2,0,495
BARRAPERF-36,TOPO,1B,3,0,485
BARRAPERF-37,ROCKMORE,1B,5,0,512.95
BARRAPERF-38,ROCKMORE,1B,5,0,493
BARRAPERF-39,BOART,1B,13,0,472
BARRAPERF-40,ROCKMORE,1B,18,0,291.79
BARRAINI-13,FRD,1B,8,0,1225.98
BARRAINI-14,ROCKMORE,1B,1,0,0
BARRAINI-15,ATLAS,1B,5,0,1525.03
BARRAINI-16,ATLAS,1B,6,0,692
BARRAINI-17,BOART,1B,3,0,0
BARRAINI-18,FRD,1B,6,0,960
BARRAINI-19,ROCKMORE,1B,9,0,1225.98
BARRAINI-20,SDVK,1B,18,0,381.63
BARRAINI-21,ROCKMORE,1B,4,0,593
BARRAINI-22,ROCKMORE,1B,8,0,533
BARRAINI-23,ROCKMORE,1B,2,0,474
BARRAINI-24,FRD,1B,1,0,1008.33
1400,N/A,1B,11,0,175.43
1401,N/A,1B,13,0,196.85
1402,N/A,1B,21,0,217.39
1403,N/A,1B,1,0,232.55
1404,N/A,1B,1,0,250
1405,N/A,1B,2,0,124
1406,N/A,1B,5,0,0
1550,N/A,1B,5,0,269
1551,N/A,1B,3,0,237.05
1552,N/A,1B,2,0,218.5
1553,N/A,1B,2,0,231.86
1580,N/A,1B,3,0,1500
1582,N/A,1B,0,0,0
1583,ATLAS,1B,2,0,0
450700,BOART,1B,0,0,1236
FERRE-0147,SANCHEZ,1B,0,0,194.5
140225,BOART,1B,25,0,146.07
HQL5DTH,SUR ANDINA,1B,0,0,3200
BROCA-93,SUR ANDINA,1B,0,0,450
1001,N/A,3A,1,0,0
1002,N/A,3A,1,0,0
3222309848,N/A,3A,3,0,0
LF667,N/A,3A,3,0,0
H9075,N/A,3A,3,0,0
P550881,N/A,3A,4,0,0
DE2249,N/A,3A,2,0,0
4125,N/A,3A,2,0,0
OLD3002,N/A,3A,2,0,0
RS3703,N/A,3A,2,0,0
P822768,N/A,3A,2,0,0
SC-35,N/A,3A,2,0,0
SC-36,N/A,3A,1,0,0
SC-37,N/A,3A,1,0,0
P554004,N/A,3A,2,0,0
01164406,N/A,3A,1,0,0
1202804093,N/A,3A,2,0,0
8231101804,N/A,3A,2,0,0
BF7683,N/A,3A,2,0,0
BT259,N/A,3A,3,0,0
0 986 450 701,N/A,3A,2,0,0
OB1010,N/A,3A,1,0,0
0 986 450 715,N/A,3A,7,0,0
0 986 B01 003,N/A,3A,7,0,0
7W-2326,N/A,3A,1,0,0
01164406,N/A,3A,2,0,0
P550428,N/A,3A,0,0,0
8231044410,N/A,3A,9,0,0
FF5297,N/A,3A,1,0,0
LF3313,N/A,3A,1,0,0
LF4054,N/A,3A,1,0,0
LF699,N/A,3A,1,0,0
1717510,N/A,3A,1,0,0
PH5123,N/A,3A,1,0,0
PH5803,N/A,3A,3,0,0
040213-030040,N/A,3A,1,0,0
ZN3000-40102,N/A,3A,3,0,0
W940/1,N/A,3A,1,0,0
905411510051,N/A,3A,1,0,0
C-2105,N/A,3A,2,0,0
81893749,N/A,3A,3,0,0
OE2992544,N/A,3A,1,0,0
1741635,N/A,3A,1,0,0
AF04103,N/A,3A,2,0,0
3018372,N/A,3A,1,0,0
32221188161,N/A,3A,2,0,0
32221188164,N/A,3A,2,0,0
7.773.479.1,N/A,3A,7,0,0
RS3971,N/A,3A,1,0,0
RS5335,N/A,3A,4,0,0
AB03515,N/A,3A,1,0,0
AB3535,N/A,3A,1,0,0
O 986 B03 907,N/A,3A,5,0,0
55028451,N/A,3A,1,0,0
321-2411,N/A,3A,1,0,0
P134353,N/A,3A,1,0,0
P134354,N/A,3A,5,0,0
P500149,N/A,3A,12,0,0
P537876,N/A,3A,2,0,0
P537877,N/A,3A,0,0,0
P77-2524,N/A,3A,4,0,0
P780522,N/A,3A,2,0,0
P780523,N/A,3A,2,0,0
P821908,N/A,3A,1,0,0
P822768,N/A,3A,1,0,0
P822769,N/A,3A,1,0,0
X770693,N/A,3A,1,0,0
FR-1108,N/A,3A,1,0,0
AF0047200,N/A,3A,2,0,0
AF25964,N/A,3A,2,0,0
AF472,N/A,3A,2,0,0
AF472M,N/A,3A,2,0,0
AF4753M,N/A,3A,1,0,0
AF-4761,N/A,3A,1,0,0
AF4761M,N/A,3A,4,0,0
AF975M,N/A,3A,1,0,0
C24650/1,N/A,3A,1,0,0
AL30394,N/A,3A,5,0,0
R/FA/6A,N/A,3A,6,0,0
R/FA/6B,N/A,3A,1,0,0
CA-1112,N/A,3A,2,0,0
88021199,N/A,3A,2,0,0
AR-541,N/A,3A,11,0,0
AF471,N/A,3A,5,0,0
FR1384,N/A,3A,2,0,0
SC-38,N/A,3A,1,0,0
AR-2143,N/A,3A,1,0,0
AR540,N/A,3A,9,0,0
WAP-384,N/A,3A,1,0,0
DA6121,N/A,3A,4,0,0
E08841201041,N/A,3A,48,0,0
E08841201041,N/A,3A,2,0,0
BF909,N/A,3A,3,0,0
BT8851-MPG,N/A,3A,3,0,0
1R-076,N/A,3A,1,0,0
1R-1808,N/A,3A,4,0,0
03009960,N/A,3A,1,0,0
P551315,N/A,3A,15,0,0
FF185,N/A,3A,2,0,0
FF5321,N/A,3A,7,0,0
P5797,N/A,3A,2,0,0
PS6829,N/A,3A,1,0,0
P-5128,N/A,3A,1,0,0
KC186,N/A,3A,2,0,0
R90-30M,N/A,3A,1,0,0
R60A,N/A,3A,1,0,0
AF-1104,N/A,3A,1,0,0
SC-39,N/A,3A,1,0,0
77734791,N/A,3A,4,0,0
FS1234,N/A,3A,1,0,0
1764944,N/A,3A,1,0,0
1837319,N/A,3A,1,0,0
8231101804,N/A,3A,2,0,0
8231101804,N/A,3A,2,0,0
3222318729,N/A,3A,11,0,0
P164164,N/A,3A,3,0,0
P164166,N/A,3A,3,0,0
P164174,N/A,3A,1,0,0
P164174,N/A,3A,1,0,0
P164378,N/A,3A,2,0,0
P164381,N/A,3A,21,0,0
P165675,N/A,3A,1,0,0
P165876,N/A,3A,11,0,0
P551348,N/A,3A,12,0,0
HF35018,N/A,3A,16,0,0
940818Q,N/A,3A,1,0,0
81558479,N/A,3A,3,0,0
EAR52NCD,N/A,3A,4,0,0
W1170/7,N/A,3A,3,0,0
ML1000G,N/A,3A,1,0,0
ML1000G,N/A,3A,2,0,0
E04020302002,N/A,3A,5,0,0
55193142,N/A,3A,4,0,0
252-6338,N/A,3A,1,0,0
P551856,N/A,3A,1,0,0
FS1241,N/A,3A,1,0,0
FS1254,N/A,3A,3,0,0
FS19519,N/A,3A,2,0,0
FS19732,N/A,3A,2,0,0
PS6643,N/A,3A,1,0,0
1000FH32430,N/A,3A,1,0,0
250034-086,N/A,3A,1,0,0
R326-1643,N/A,3A,2,0,0
SC-40,N/A,3A,1,0,0
K-17012,N/A,3A,1,0,0
SC-41,N/A,3A,4,0,0
2911011202,N/A,3A,3,0,0
3222986146,N/A,3A,8,0,0
X770693,N/A,3A,4,0,0
X7706989,N/A,3A,4,0,0
P550162,N/A,3A,1,0,0
LF678,N/A,3A,4,0,0
3222325376,N/A,3A,12,0,0
DR-4465,N/A,3A,1,0,0
SC-42,N/A,3A,4,0,0
SC-43,N/A,3A,1,0,0
FRDEWW-01,N/A,3A,1,0,50.23
FRDEWW-02,N/A,3A,5,0,41.02
FRDEWW-03,N/A,3A,1,0,25.75
FRDEWW-04,N/A,3A,1,0,15.3
FRDEWW-05,N/A,3A,2,0,16.3
FRDEDII-01,N/A,3A,0,0,59.16
FRDEDII-02,N/A,3A,0,0,31.16
FRDEDII-03,N/A,3A,1,0,47.16
FRDEDII-04,N/A,3A,1,0,27.6
FRDEDII-05,N/A,3A,1,0,34.9
FRDEDII-06,N/A,3A,0,0,9.5
FRD 01/04-02,N/A,3A,2,0,43.54
FRD 01/04-04,N/A,3A,4,0,69.06
FRD 01/04-09,N/A,3A,1,0,14.72
FRD 01/04-10,N/A,3A,1,0,205
FRD E08841201041,N/A,3A,44,0,250
FRD E04020302002,N/A,3A,5,0,325
FRD ZN3000-40102,N/A,3A,4,0,193.68
ROC F9-01,N/A,3A,0,0,120
ROC F9-02,N/A,3A,0,0,146
ROC F9-03,N/A,3A,0,0,0
ROC F9-04,N/A,3A,0,0,0
ROC F9-05,N/A,3A,4,0,89.62
ROC F9-06,N/A,3A,2,0,65.85
ROC F9-07,N/A,3A,6,0,0
ROC F9-08,N/A,3A,1,0,108.05
ROC F9-09,N/A,3A,2,0,0
ROC F9-10,N/A,3A,0,0,0
ROC F9-11,N/A,3A,0,0,65.85
ROC F9-12,N/A,3A,8,0,213
ROC F9-13,N/A,3A,1,0,151.25
ROC F9-14,N/A,3A,1,0,168.05
ROC F9-15,N/A,3A,2,0,18
ROC F9-16,N/A,3A,4,0,282.3
ROC F9-17,N/A,3A,3,0,716.6
ROC F9-18,N/A,3A,8,0,80
TAMROC-01,N/A,3A,4,0,0
TAMROC-02,N/A,3A,2,0,0
TAMROC-03,N/A,3A,4,0,83
TAMROC-04,N/A,3A,6,0,75
TAMROC-05,N/A,3A,4,0,55.42
TAMROC-06,N/A,3A,0,0,0
TAMROC-07,N/A,3A,16,0,0
TAMROC-08,N/A,3A,2,0,30.51
TAMROC-09,N/A,3A,23,0,161
TAMROC-10,N/A,3A,2,0,91.88
TAMROC-11,N/A,3A,0,0,63.19
TAMROC-12,N/A,3A,1,0,114.08
TAMROC-13,N/A,3A,1,0,0
ROC L8-01,N/A,3A,1,0,146
ROC L8-02,N/A,3A,0,0,170
ROC L8-03,N/A,3A,1,0,146
ROC L8-04,N/A,3A,0,0,170
ROC L8-05,N/A,3A,2,0,65.85
ROC L8-06,N/A,3A,0,0,34.55
ROC L8-07,N/A,3A,0,0,60
ROC L8-08,N/A,3A,0,0,0
ROC L8-09,N/A,3A,3,0,137.07
ROC L8-10,N/A,3A,5,0,18
ROC L8-11,N/A,3A,3,0,151.25
ROC L8-12,N/A,3A,3,0,168.05
ROC L8-13,N/A,3A,3,0,213
ROC L8-14,N/A,3A,6,0,0
ROC L8-15,N/A,3A,4,0,0
ROC L8-16,N/A,3A,3,0,282.3
ROC L8-17,N/A,3A,0,0,451.68
ROC L8-18,N/A,3A,1,0,95
ROC L8-19,N/A,3A,3,0,161.92
ROC L8-20,N/A,3A,3,0,98.62
ATLAS 722-01,N/A,3A,4,0,36.29
ATLAS 722-02,N/A,3A,3,0,19.11
ATLAS 722-03,N/A,3A,4,0,19.3
ATLAS 722-04,N/A,3A,2,0,21.7
ATLAS 722-05,N/A,3A,0,0,0
ATLAS 722-06,N/A,3A,0,0,0
ATLAS 722-07,N/A,3A,2,0,22.07
SULLAIR 750-01,N/A,3A,4,0,59.44
SULLAIR 750-02,N/A,3A,5,0,46
SULLAIR 750-05,N/A,3A,7,0,7.8
SULLAIR 750-06,N/A,3A,9,0,13.05
SULLAIR 750-07,N/A,3A,0,0,95.55
SULLAIR 185-01,N/A,3A,0,0,16.87
SULLAIR 185-02,N/A,3A,0,0,9.52
SULLAIR 185-03,N/A,3A,0,0,0
SULLAIR 185-04,N/A,3A,0,0,0
SULLAIR 185-05,N/A,3A,0,0,0
SULLAIR 185-06,N/A,3A,1,0,8.06
SULLAIR 185-07,N/A,3A,1,0,55
SULLAIR 185-08,N/A,3A,2,0,5.6
TOYOTA 5L-01,N/A,3A,2,0,15.84
TOYOTA 5L-02,N/A,3A,3,0,8.54
TOYOTA 5L-03,N/A,3A,6,0,5.14
TOYOTA 5L-04,N/A,3A,4,0,98
TOYOTA IMV-01,N/A,3A,3,0,13.62
TOYOTA IMV-02,N/A,3A,1,0,4.68
TOYOTA IMV-03,N/A,3A,1,0,7.54
TOYOTA IMV-05,N/A,3A,1,0,7.98
F 4000-01,N/A,3A,0,0,0
F 4000-02,N/A,3A,6,0,10.93
F 4000-03,N/A,3A,0,0,6.95
F 4000-04,N/A,3A,1,0,0
F 4000-05,N/A,3A,0,0,0
FORD RANG-01,N/A,3A,1,0,9.1
FORD RANG-02,N/A,3A,0,0,0
FORD RANG-03,N/A,3A,0,0,0
FORD RANG-04,N/A,3A,0,0,0
FORD TRAN-01,N/A,3A,1,0,9.1
FORD TRAN-02,N/A,3A,1,0,6.32
FORD TRAN-03,N/A,3A,2,0,52.97
FORD TRAN-04,N/A,3A,0,0,0
FIAT EURO-01,N/A,3A,1,0,30.88
FIAT EURO-02,N/A,3A,0,0,0
FIAT EURO-03,N/A,3A,0,0,8.45
FIAT EURO-04,N/A,3A,2,0,13.6
FIAT EURO-05,N/A,3A,1,0,0
FIAT EURO-06,N/A,3A,0,0,0
FIAT EURO-07,N/A,3A,0,0,0
FIAT TRAKE-01,N/A,3A,0,0,0
FIAT TRAKE-02,N/A,3A,0,0,0
FIAT TRAKE-03,N/A,3A,4,0,15.84
FIAT TRAKE-04,N/A,3A,3,0,527.1
FIAT TRAKE-05,N/A,3A,1,0,14.35
FIAT TRAKE-06,N/A,3A,0,0,632
KANGOO-01,N/A,3A,0,0,0
KANGOO-02,N/A,3A,0,0,0
KANGOO-03,N/A,3A,0,0,0
KANGOO-04,N/A,3A,1,0,26.07
CAT 950G-01,N/A,3A,0,0,41.2
CAT 950G-02,N/A,3A,0,0,58.92
CAT 950G-03,N/A,3A,0,0,11.94
CAT 950G-04,N/A,3A,1,0,43.89
CAT 950G-05,N/A,3A,0,0,20.34
CAT 950G-06,N/A,3A,0,0,33.72
CAT 950G-07,N/A,3A,0,0,0
MINI CARG- 01,N/A,3A,0,0,0
MINI CARG- 02,N/A,3A,0,0,0
MINI CARG- 03,N/A,3A,0,0,0
MINI CARG- 04,N/A,3A,0,0,0
MINI CARG- 05,N/A,3A,2,0,82.5
TURCHI AC,N/A,3A,0,0,0
TURCHI COM,N/A,3A,0,0,0
TURCHI MOT 1,N/A,3A,0,0,0
TURCHI MOT 2,N/A,3A,0,0,0
P550881,DONALDSON,3A,-1,0,44.7
P550428,DONALDSON,3A,2,0,36.5
P164381,DONALDSON,3A,5,0,74.4
P780522,DONALDSON,3A,6,0,116.5
P780523,DONALDSON,3A,3,0,68.12
P537876,DONALDSON,3A,4,0,124.21
P537877,DONALDSON,3A,6,0,65.41
P550848,DONALDSON,3A,0,0,80.9
P165876,DONALDSON,3A,5,0,113.83
P551348,DONALDSON,3A,7,0,42.4
RS5335,BALDWIN,3A,4,0,0
RS3744,BALDWIN,3A,2,0,0
2206063319,CUMMINS,3A,5,0,0
2206065309,CUMMINS,3A,4,0,0
2207066385,CUMMINS,3A,3,0,0
FF5321,CUYOPARTS,3A,6,0,21.3
LF667,CUYOPARTS,3A,2,0,17.78
BT8851-MPG,CUYOPARTS,3A,3,0,85.1
AF25964,CUYOPARTS,3A,2,0,56.17
P777639,CUYOPARTS,3A,2,0,42.63
H9075,CUYOPARTS,3A,3,0,127.37
Z719,N/A,3A,10,0,5.63
Z718,N/A,3A,10,0,5.63
H4LEED,N/A,3A,2,0,23.19
5W24V,N/A,3A,10,0,0.99
P164164,DONALDSON,3A,6,0,172.42
55193142,SDVK,3A,8,0,175.4
81893749,SDVK,3A,3,0,114.9
55043237,SDVK,3A,10,0,20.58
88479009,SDVK,3A,2,0,464.54
8537016,SDVK,3a,2,0,6.59
15235798,SDVK,3a,17,0,38.68
15225488,SDVK,3a,14,0,136.36
55025900,SDVK,3a,8,0,544.86
88630449,SDVK,3a,8,0,279.54
55168783,SDVK,3a,2,0,888.7
55003855,SDVK,3a,2,0,122.37
55007750,SDVK,3a,1,0,1541.6
81438799,SDVK,3a,1,0,281.32
80759069,SDVK,3a,8,0,79.16
85168219,SDVK,3a,7,0,6.41
AF00100438,SDVK,3a,3,0,1.13
55042331,SDVK,3a,2,0,155.52
PD527,N/A,3A,0,0,203.78
PD528,N/A,3A,0,0,166
55042333,SDVK,3A,1,0,1353.4
55042209,SDVK,3A,1,0,1028.65
P551315,CUYOPARTS,3A,2,0,15.52
P554004,CUYOPARTS,3A,2,0,2565.63
P164378,CUYOPARTS,3A,3,0,12279.74
AT203469,CUYOPARTS,3A,3,0,8105.08
AT203470,CUYOPARTS,3A,3,0,6151.09
IR-751-611,CUYOPARTS,3A,3,0,3072.89
P164164,CUYOPARTS,3A,6,0,25034.86
P164174,CUYOPARTS,3A,3,0,18377.76
R-TOYOTAIMV24,N/A,3A,0,0,167.88
NA00011,N/A,3A,0,0,7.83
NA00012,N/A,3A,-3,0,1.61
NA00013,N/A,3A,-1,0,136
2295711,FINNING,3A,1,0,307.7
2746851,FINNING,3A,0,0,75.13
4187614,FINNING,3A,0,0,550.94
3215639,FINNING,3A,1,0,101.48
6V5218,FINNING,3A,4,0,1.2
2490713,FINNING,3A,3,0,2570
X770693,CUYOPARTS,3A,1,0,693.94
C-2105,CUYOPARTS,3A,3,0,5.97
BF7683,CUYOPARTS,3A,2,0,16.29
P550900,CUYOPARTS,3A,0,0,122.25
NA00015,N/A,3A,0,0,3
166295,FINNING,3A,1,0,399.65
NA00023,N/A,3A,1,0,26.77
BT259,CUYOPARTS,3A,2,0,0
P181089,CUYOPARTS,3A,2,0,0
EFPA585,CUYOPARTS,3A,2,0,0
BF909,CUYOPARTS,3A,2,0,0
RS3703,CUYOPARTS,3A,2,0,27.21
P822768,CUYOPARTS,3A,2,0,23.51
K-17012,CUYOPARTS,3A,2,0,0
ERA52NCD,OLIVARES,3A,4,0,0
SC-44,N/A,3B,1,0,0
SC-45,N/A,3B,1,0,0
SC-46,N/A,3B,4,0,0
SC-47,N/A,3B,2,0,0
SC-48,N/A,3B,5,0,0
SC-49,N/A,3B,2,0,0
SC-50,N/A,3B,1,0,0
SC-51,N/A,3B,16,0,0
SC-52,N/A,3B,1,0,0
SC-53,N/A,3B,4,0,0
SC-54,N/A,3B,2,0,0
SC-55,N/A,3B,2,0,0
SC-56,N/A,3B,2,0,0
SC-57,N/A,3B,12,0,0
SC-58,N/A,3B,2,0,0
SC-59,N/A,3B,1,0,0
SC-60,N/A,3B,1,0,0
SC-61,N/A,3B,1,0,0
SC-62,N/A,3B,1,0,0
SC-63,N/A,3B,1,0,0
SC-64,N/A,3B,12,0,0
SC-65,N/A,3B,1,0,0
SC-66,N/A,3B,3,0,0
SC-67,N/A,3B,1,0,0
SC-68,N/A,3B,8,0,0
SC-69,N/A,3B,9,0,0
SC-70,N/A,3B,2,0,0
SC-71,N/A,3B,5,0,0
SC-72,N/A,3B,1,0,0
SC-73,N/A,3B,1,0,0
SC-74,N/A,3B,1,0,0
SC-75,N/A,3B,4,0,0
SC-76,N/A,3B,2,0,0
SC-77,N/A,3B,2,0,0
SC-78,N/A,3B,2,0,0
SC-79,N/A,3B,1,0,0
SC-80,N/A,3B,1,0,0
SC-81,N/A,3B,1,0,0
SC-82,N/A,3B,20,0,0
SC-83,N/A,3B,13,0,0
SC-84,N/A,3B,6,0,0
SC-85,N/A,3B,1,0,0
SC-86,N/A,3B,1,0,0
SC-87,N/A,3B,1,0,0
SC-88,N/A,3B,1,0,0
SC-89,N/A,3B,1,0,0
SC-90,N/A,3B,1,0,0
SC-91,N/A,3B,1,0,0
SC-92,N/A,3B,21,0,0
SC-93,N/A,3B,1,0,0
SC-94,N/A,3B,19,0,0
SC-95,N/A,3B,5,0,0
SC-96,N/A,3B,1,0,0
SC-97,N/A,3B,6,0,0
SC-98,N/A,3B,5,0,0
SC-99,N/A,3B,1,0,0
ETG 170 LR,ECOBAT,3B,2,0,478.99
HIERRO-01,N/A,4B,1203,0,0
HIERRO-02,N/A,4B,1452,0,0
HIERRO-03,N/A,4B,1224,0,0
HIERRO-04,N/A,4B,69,0,0
HIERRO-05,N/A,4B,7,0,0
MAT00001,N/A,4B,-14,0,7.59
MAT00002,N/A,4B,559,0,9.8
MAT00003,N/A,4B,660,0,11.76
MAT00004,N/A,4B,529,0,14.7
MAT00005,N/A,4B,90,0,39.21
MAT00006,N/A,4B,26,0,44.11
MAT00007,N/A,4B,3,0,106.6
MAT00008,N/A,4B,4,0,54
MAT00009,N/A,4B,3,0,257.35
MAT00010,N/A,4B,0,0,0
MAT00011,N/A,4B,0,0,0
MAT00012,N/A,4B,11,0,183.82
SC-100,N/A,5A,1,0,0
SC-101,N/A,5A,7,0,0
SC-102,N/A,5A,1,0,0
SC-103,N/A,5A,1,0,0
SC-104,N/A,5A,4,0,0
SC-105,N/A,5A,1,0,0
SC-106,N/A,5A,1,0,0
SC-107,N/A,5A,1,0,0
SC-108,N/A,5A,2,0,0
SC-109,N/A,5A,2,0,0
SC-110,N/A,5A,4,0,0
SC-111,N/A,5A,5,0,0
SC-112,N/A,5A,1,0,0
SC-113,N/A,5A,8,0,0
SC-114,N/A,5A,13,0,0
SC-115,N/A,5A,2,0,0
SC-116,N/A,5A,2,0,0
SC-117,N/A,5A,2,0,0
SC-118,N/A,5A,1,0,0
SC-119,N/A,5A,1,0,0
SC-120,N/A,5A,1,0,0
SC-121,N/A,5A,1,0,0
SC-122,N/A,5A,1,0,0
SC-123,N/A,5A,1,0,0
SC-124,N/A,5A,1,0,0
SC-125,N/A,5A,2,0,0
SC-126,N/A,5A,1,0,0
SC-127,N/A,5A,1,0,0
SC-128,N/A,5A,3,0,0
SC-129,N/A,5A,1,0,0
SC-130,N/A,5A,1,0,0
SC-131,N/A,5A,2,0,0
SC-132,N/A,5A,2,0,0
SC-133,N/A,5A,4,0,0
SC-134,N/A,5A,2,0,0
SC-135,N/A,5A,1,0,0
SC-136,N/A,5A,3,0,0
SC-137,N/A,5A,1,0,0
SC-138,N/A,5A,2,0,0
SC-139,N/A,5A,1,0,0
SC-140,N/A,5A,1,0,0
SC-141,N/A,5A,1,0,0
SC-142,N/A,5A,2,0,0
SC-143,N/A,5A,900,0,0
SC-144,N/A,5A,13,0,0
SC-145,N/A,5A,2,0,0
SC-146,N/A,5A,4,0,0
SC-147,N/A,5A,1,0,0
SC-148,N/A,5A,1,0,0
SC-149,N/A,5A,2,0,0
SC-150,N/A,5A,4,0,0
SC-151,N/A,5A,1,0,0
SC-152,N/A,5A,1,0,0
SC-153,N/A,5A,1,0,0
SC-154,N/A,5A,1,0,0
SC-155,N/A,5A,1,0,0
SC-156,N/A,5A,1,0,0
SC-157,N/A,5A,1,0,0
SC-158,N/A,5A,1,0,0
SC-159,N/A,5A,1,0,0
SC-160,N/A,5A,2,0,0
SC-161,N/A,5A,1,0,0
SC-162,N/A,5A,1,0,0
SC-163,N/A,5A,1,0,0
SC-164,N/A,5A,1,0,0
SC-165,N/A,5A,6,0,0
SC-166,N/A,5A,3,0,0
SC-167,N/A,5A,1,0,0
SC-168,N/A,5A,1,0,0
SC-169,N/A,5A,1,0,0
SC-170,N/A,5A,1,0,0
SC-171,N/A,5A,9,0,0
SC-172,N/A,5A,1,0,0
SC-173,N/A,5A,2,0,0
SC-174,N/A,5A,1,0,0
SC-175,N/A,5A,1,0,0
SC-176,N/A,5A,1,0,0
SC-177,N/A,5A,0,0,0
SC-178,N/A,5A,1,0,0
SC-179,N/A,5A,1,0,0
SC-180,N/A,5A,1,0,0
SC-181,N/A,5A,1,0,0
SC-182,N/A,5A,2,0,0
SC-183,N/A,5A,1,0,0
SC-184,N/A,5A,1,0,0
SC-185,N/A,5A,1,0,0
SC-186,N/A,5A,1,0,0
SC-187,N/A,5A,9,0,0
SC-188,N/A,5A,1,0,0
SC-189,N/A,5A,1,0,0
SC-190,N/A,5A,1,0,0
SC-191,N/A,5A,1,0,0
SC-192,N/A,5A,1,0,0
SC-193,N/A,5A,1,0,0
SC-194,N/A,5A,1,0,0
SC-195,N/A,5A,1,0,0
SC-196,N/A,5A,2,0,0
SC-197,N/A,5A,100,0,0
SC-198,N/A,5A,1,0,0
SC-199,N/A,5A,1,0,0
SC-200,N/A,5A,1,0,0
SC-201,N/A,5A,1,0,0
SC-202,N/A,5A,4,0,0
SC-203,N/A,5A,1,0,0
SC-204,N/A,5A,1,0,0
SC-205,N/A,5A,1,0,0
SC-206,N/A,5A,1,0,0
SC-207,N/A,5A,1,0,0
SC-208,N/A,5A,1,0,0
SC-209,N/A,5A,1,0,0
SC-210,N/A,5A,1,0,0
SC-211,N/A,5A,1,0,0
SC-212,N/A,5A,5,0,0
SC-213,N/A,5A,1,0,0
SC-214,N/A,5A,1,0,0
SC-215,N/A,5A,1,0,0
SC-216,N/A,5A,5,0,0
SC-217,N/A,5A,10,0,0
SC-218,N/A,5A,1,0,0
SC-219,N/A,5A,2,0,0
EPPRC 01,N/A,5A,2,0,0
EPPRC 02,N/A,5A,3,0,25.04
EPPRC 03,N/A,5A,-1,0,12.88
EPPRC 04,N/A,5A,1,0,12.88
EPPRC 05,N/A,5A,6,0,25.88
EPPRC 06,N/A,5A,2,0,13.5
EPPRC 07,N/A,5A,2,0,12.88
EPPRC 08,N/A,5A,7,0,12.88
EPPRC 09,N/A,5A,4,0,12.88
EPPRP 01,N/A,5A,11,0,16.31
EPPRP 02,N/A,5A,2,0,16.31
EPPRP 03,N/A,5A,3,0,16.31
EPPRP 04,N/A,5A,2,0,16.31
EPPRP 05,N/A,5A,0,0,17.5
EPPRP 06,N/A,5A,3,0,0
EPPRP 07,N/A,5A,-1,0,0
EPPRP 08,N/A,5A,1,0,0
EPPRP 09,N/A,5A,0,0,0
EPPRP 10,N/A,5A,6,0,19
EPPIZ 01,N/A,5A,2,0,61
EPPIZ 02,N/A,5A,8,0,61
EPPIZ 03,N/A,5A,0,0,61
EPPIZ 04,N/A,5A,9,0,61
EPPIZ 05,N/A,5A,0,0,61
EPPIZ 06,N/A,5A,0,0,61
EPPIZ 07,N/A,5A,0,0,0
EPPIZ 08,N/A,5A,0,0,0
EPPIB 01,N/A,5A,1,0,408
EPPIB 02,N/A,5A,2,0,408
EPPIB 03,N/A,5A,5,0,408
EPPIB 04,N/A,5A,4,0,408
EPPIB 05,N/A,5A,4,0,408
EPPIB 06,N/A,5A,0,0,0
EPPIB 07,N/A,5A,0,0,0
EPPIM 01,N/A,5A,1,0,6.11
EPPIM 02,N/A,5A,2,0,0
EPPIM 03,N/A,5A,0,0,0
EPPIM 04,N/A,5A,0,0,50
EPPSC 01,N/A,5A,0,0,0
EPPSC 02,N/A,5A,0,0,0
EPPSC 03,N/A,5A,0,0,0
EPPSC 04,N/A,5A,0,0,0
EPPSG 01,N/A,5A,13,0,1.31
EPPSG 02,N/A,5A,0,0,0
EPPSG 03,N/A,5A,0,0,0
EPPSG 04,N/A,5A,-1,0,5.44
EPPSG 05,N/A,5A,0,0,2.3
EPPSG 06,N/A,5A,88,0,7.07
EPPSG 07,N/A,5A,8,0,2.61
