"cod_articulo","numero_proveedor","numero_deposito","cantidad","p_pesos","p_dolar"
"BROCA-01","N/A","1B","11","0.00","0.00"
"BROCA-02","N/A","1B","15","0.00","0.00"
"BROCA-03","N/A","1B","2","0.00","0.00"
"BROCA-04","N/A","1B","1","0.00","0.00"
"BROCA-05","N/A","1B","7","0.00","0.00"
"BROCA-06","N/A","1B","7","0.00","0.00"
"BROCA-07","N/A","1B","1","0.00","0.00"
"BROCA-08","N/A","1B","1","0.00","0.00"
"BROCA-09","N/A","1B","9","0.00","0.00"
"BROCA-10","N/A","1B","1","0.00","0.00"
"BROCA-11","N/A","1B","32","0.00","0.00"
"BROCA-12","N/A","1B","12","0.00","0.00"
"BROCA-13","N/A","1B","17","0.00","0.00"
"BROCA-14","N/A","1B","20","0.00","0.00"
"BROCA-15","N/A","1B","112","0.00","0.00"
"BROCA-16","N/A","1B","1","0.00","0.00"
"BROCA-17","N/A","1B","50","0.00","0.00"
"BROCA-18","N/A","1B","25","0.00","0.00"
"BROCA-19","N/A","1B","121","0.00","0.00"
"BROCA-20","N/A","1B","2","0.00","0.00"
"BROCA-21","N/A","1B","35","0.00","0.00"
"BROCA-22","N/A","1B","1","0.00","0.00"
"BROCA-23","N/A","1B","107","0.00","0.00"
"BROCA-24","N/A","1B","2","0.00","0.00"
"BROCA-25","N/A","1B","2","0.00","0.00"
"BROCA-26","N/A","1B","6","0.00","0.00"
"BROCA-27","N/A","1B","1","0.00","0.00"
"BROCA-28","N/A","1B","32","0.00","0.00"
"BROCA-29","N/A","1B","105","0.00","0.00"
"BROCA-30","N/A","1B","1","0.00","0.00"
"BROCA-31","N/A","1B","5","0.00","0.00"
"BROCA-32","N/A","1B","2","0.00","0.00"
"BROCA-33","N/A","1B","9","0.00","0.00"
"BROCA-34","N/A","1B","3","0.00","0.00"
"BROCA-35","N/A","1B","4","0.00","0.00"
"BROCA-36","N/A","1B","3","0.00","0.00"
"BROCA-37","N/A","1B","3","0.00","0.00"
"BROCA-38","N/A","1B","3","0.00","0.00"
"BROCA-39","N/A","1B","1","0.00","0.00"
"BROCA-40","N/A","1B","10","0.00","0.00"
"BROCA-41","N/A","1B","4","0.00","0.00"
"BROCA-42","N/A","1B","10","0.00","0.00"
"BROCA-43","N/A","1B","11","0.00","0.00"
"BROCA-44","N/A","1B","5","0.00","0.00"
"BROCA-45","N/A","1B","1","0.00","0.00"
"BROCA-46","N/A","1B","1","0.00","0.00"
"BROCA-47","N/A","1B","1","0.00","0.00"
"BROCA-48","N/A","1B","10","0.00","0.00"
"BROCA-49","N/A","1B","2","0.00","0.00"
"SC-04","N/A","1B","1","0.00","0.00"
"SC-05","N/A","1B","4","0.00","0.00"
"SC-06","N/A","1B","1","0.00","0.00"
"SC-07","N/A","1B","1","0.00","0.00"
"SC-08","N/A","1B","2","0.00","0.00"
"SC-09","N/A","1B","2","0.00","0.00"
"SC-10","N/A","1B","1","0.00","0.00"
"SC-11","N/A","1B","1","0.00","0.00"
"SC-12","N/A","1B","1","0.00","0.00"
"SC-13","N/A","1B","4","0.00","0.00"
"SC-14","N/A","1B","4","0.00","0.00"
"SC-15","N/A","1B","10","0.00","0.00"
"SC-16","N/A","1B","1","0.00","0.00"
"SC-17","N/A","1B","2","0.00","0.00"
"SC-18","N/A","1B","1","0.00","0.00"
"SC-19","N/A","1B","3","0.00","0.00"
"MAN-01","N/A","1B","1","0.00","0.00"
"MAN-02","N/A","1B","1","0.00","0.00"
"MAN-03","N/A","1B","1","0.00","0.00"
"MAN-04","N/A","1B","1","0.00","0.00"
"MANGUITO-01","N/A","1B","4","0.00","0.00"
"MANGUITO-02","N/A","1B","24","0.00","0.00"
"MANGUITO-03","N/A","1B","36","0.00","0.00"
"MANGUITO-04","N/A","1B","1","0.00","0.00"
"1580","N/A","1B","2","0.00","0.00"
"1581","N/A","1B","13","0.00","0.00"
"SC-20","N/A","1B","5","0.00","0.00"
"SC-21","N/A","1B","3","0.00","0.00"
"SC-22","N/A","1B","1","0.00","0.00"
"SC-23","N/A","1B","2","0.00","0.00"
"SC-24","N/A","1B","1","0.00","0.00"
"SC-25","N/A","1B","1","0.00","0.00"
"SC-26","N/A","1B","6","0.00","0.00"
"SC-27","N/A","1B","1","0.00","0.00"
"SC-28","N/A","1B","1","0.00","0.00"
"SC-29","N/A","1B","6","0.00","0.00"
"SC-30","N/A","1B","1","0.00","0.00"
"SC-31","N/A","1B","14","0.00","0.00"
"SC-32","N/A","1B","15","0.00","0.00"
"SC-33","N/A","1B","2","0.00","0.00"
"SC-34","N/A","1B","1","0.00","0.00"
"1583","N/A","1B","2","0.00","0.00"
"1590","N/A","1B","1","0.00","0.00"
"BROCA-50","ROCKMORE","1B","1","0.00","0.00"
"BROCA-51","ROCKMORE","1B","2","0.00","680.00"
"BROCA-52","SDVK","1B","2","0.00","0.00"
"BROCA-53","BOART","1B","11","0.00","318.00"
"BROCA-54","ROBIT","1B","1","0.00","0.00"
"BROCA-55","BOART","1B","5","0.00","0.00"
"BROCA-56","ATLAS","1B","0","0.00","350.00"
"BROCA-57","ROBIT","1B","10","0.00","201.50"
"BROCA-58","ROBIT","1B","10","0.00","201.50"
"BROCA-59","ROBIT","1B","10","0.00","201.50"
"BROCA-60","ROBIT","1B","4","0.00","171.25"
"BROCA-61","ROBIT","1B","3","0.00","109.25"
"BROCA-62","ROBIT","1B","1","0.00","109.25"
"BROCA-63","ROCKMORE","1B","5","0.00","408.00"
"BROCA-64","ROCKMORE","1B","105","0.00","312.20"
"BROCA-65","ATLAS","1B","6","0.00","289.00"
"BROCA-66","BOART","1B","32","0.00","227.21"
"BROCA-67","ROCKMORE","1B","1","0.00","703.00"
"BROCA-68","BOART","1B","4","0.00","269.82"
"BROCA-69","ATLAS","1B","25","0.00","265.00"
"BROCA-70","BOART","1B","11","0.00","264.09"
"BROCA-71","ROCKMORE","1B","23","0.00","312.20"
"BROCA-72","BOART","1B","30","0.00","213.26"
"BROCA-73","ROCKMORE","1B","115","0.00","312.20"
"BROCA-74","TOPO","1B","1","0.00","230.00"
"BROCA-75","ATLAS","1B","50","0.00","250.00"
"BROCA-76","ROCKMORE","1B","76","0.00","322.00"
"BROCA-77","ROCKMORE","1B","132","0.00","294.77"
"BROCA-78","ROCKMORE","1B","25","0.00","213.00"
"BROCA-79","ATLAS","1B","27","0.00","215.00"
"BROCA-80","ROBIT","1B","1","0.00","225.00"
"BROCA-81","SDVK","1B","2","0.00","26.00"
"BROCA-82","ROCKMORE","1B","7","0.00","312.00"
"BROCA-83","ROCKMORE","1B","7","0.00","340.00"
"BROCA-84","BOART","1B","4","0.00","265.00"
"BROCA-85","TOPO","1B","2","0.00","260.00"
"BROCA-86","P&V","1B","1","0.00","296.00"
"BROCA-87","SDVK","1B","2","0.00","234.00"
"BROCA-88","ROCKMORE","1B","0","0.00","212.62"
"BROCA-89","ROCKMORE","1B","15","0.00","195.00"
"BROCA-90","BOART","1B","-1","0.00","176.00"
"BROCA-91","BOART","1B","11","0.00","132.00"
"BROCA-92","TOPO","1B","0","0.00","152.44"
"MANGUITO-05","N/A","1B","35","0.00","102.00"
"MANGUITO-06","N/A","1B","24","0.00","85.00"
"MANGUITO-07","BOART","1B","3","0.00","51.00"
"BARRAPERF-25","ROCKMORE","1B","69","0.00","1,055.00"
"BARRAPERF-26","BOART","1B","0","0.00","0.00"
"BARRAPERF-27","ATLAS","1B","0","0.00","930.00"
"BARRAPERF-28","B&L","1B","4","0.00","0.00"
"BARRAPERF-29","ATLAS","1B","1","0.00","712.00"
"BARRAPERF-30","BOART","1B","1","0.00","690.00"
"BARRAPERF-31","ROCKMORE","1B","0","0.00","630.00"
"BARRAPERF-32","TOPO","1B","4","0.00","512.00"
"BARRAPERF-33","BOART","1B","6","0.00","497.82"
"BARRAPERF-34","ATLAS","1B","14","0.00","500.00"
"BARRAPERF-35","TOPO","1B","2","0.00","495.00"
"BARRAPERF-36","TOPO","1B","3","0.00","485.00"
"BARRAPERF-37","ROCKMORE","1B","5","0.00","512.95"
"BARRAPERF-38","ROCKMORE","1B","5","0.00","493.00"
"BARRAPERF-39","BOART","1B","13","0.00","472.00"
"BARRAPERF-40","ROCKMORE","1B","18","0.00","291.79"
"BARRAINI-13","FRD","1B","8","0.00","1,225.98"
"BARRAINI-14","ROCKMORE","1B","1","0.00","0.00"
"BARRAINI-15","ATLAS","1B","5","0.00","1,525.03"
"BARRAINI-16","ATLAS","1B","6","0.00","692.00"
"BARRAINI-17","BOART","1B","3","0.00","0.00"
"BARRAINI-18","FRD","1B","6","0.00","960.00"
"BARRAINI-19","ROCKMORE","1B","9","0.00","1,225.98"
"BARRAINI-20","SDVK","1B","18","0.00","381.63"
"BARRAINI-21","ROCKMORE","1B","4","0.00","593.00"
"BARRAINI-22","ROCKMORE","1B","8","0.00","533.00"
"BARRAINI-23","ROCKMORE","1B","2","0.00","474.00"
"BARRAINI-24","FRD","1B","1","0.00","1,008.33"
"1400","N/A","1B","11","0.00","175.43"
"1401","N/A","1B","13","0.00","196.85"
"1402","N/A","1B","21","0.00","217.39"
"1403","N/A","1B","1","0.00","232.55"
"1404","N/A","1B","1","0.00","250.00"
"1405","N/A","1B","2","0.00","124.00"
"1406","N/A","1B","5","0.00","0.00"
"1550","N/A","1B","5","0.00","269.00"
"1551","N/A","1B","3","0.00","237.05"
"1552","N/A","1B","2","0.00","218.50"
"1553","N/A","1B","2","0.00","231.86"
"1580","N/A","1B","3","0.00","1,500.00"
"1582","N/A","1B","0","0.00","0.00"
"1583","ATLAS","1B","2","0.00","0.00"
"450700","BOART","1B","0","0.00","1,236.00"
"FERRE-0147","SANCHEZ","1B","0","0.00","194.50"
"140225","BOART","1B","25","0.00","146.07"
"HQL5DTH","SUR ANDINA","1B","0","0.00","3,200.00"
"BROCA-93","SUR ANDINA","1B","0","0.00","450.00"
"1001","N/A","3A","1","0.00","0.00"
"1002","N/A","3A","1","0.00","0.00"
"3222309848","N/A","3A","3","0.00","0.00"
"LF667","N/A","3A","3","0.00","0.00"
"H9075","N/A","3A","3","0.00","0.00"
"P550881","N/A","3A","4","0.00","0.00"
"DE2249","N/A","3A","2","0.00","0.00"
"4125","N/A","3A","2","0.00","0.00"
"OLD3002","N/A","3A","2","0.00","0.00"
"RS3703","N/A","3A","2","0.00","0.00"
"P822768","N/A","3A","2","0.00","0.00"
"SC-35","N/A","3A","2","0.00","0.00"
"SC-36","N/A","3A","1","0.00","0.00"
"SC-37","N/A","3A","1","0.00","0.00"
"P554004","N/A","3A","2","0.00","0.00"
"01164406","N/A","3A","1","0.00","0.00"
"1202804093","N/A","3A","2","0.00","0.00"
"8231101804","N/A","3A","2","0.00","0.00"
"BF7683","N/A","3A","2","0.00","0.00"
"BT259","N/A","3A","3","0.00","0.00"
"0 986 450 701","N/A","3A","2","0.00","0.00"
"OB1010","N/A","3A","1","0.00","0.00"
"0 986 450 715","N/A","3A","7","0.00","0.00"
"0 986 B01 003","N/A","3A","7","0.00","0.00"
"7W-2326","N/A","3A","1","0.00","0.00"
"01164406","N/A","3A","2","0.00","0.00"
"P550428","N/A","3A","0","0.00","0.00"
"8231044410","N/A","3A","9","0.00","0.00"
"FF5297","N/A","3A","1","0.00","0.00"
"LF3313","N/A","3A","1","0.00","0.00"
"LF4054","N/A","3A","1","0.00","0.00"
"LF699","N/A","3A","1","0.00","0.00"
"1717510","N/A","3A","1","0.00","0.00"
"PH5123","N/A","3A","1","0.00","0.00"
"PH5803","N/A","3A","3","0.00","0.00"
"040213-030040","N/A","3A","1","0.00","0.00"
"ZN3000-40102","N/A","3A","3","0.00","0.00"
"W940/1","N/A","3A","1","0.00","0.00"
"905411510051","N/A","3A","1","0.00","0.00"
"C-2105","N/A","3A","2","0.00","0.00"
"81893749","N/A","3A","3","0.00","0.00"
"OE2992544","N/A","3A","1","0.00","0.00"
"1741635","N/A","3A","1","0.00","0.00"
"AF04103","N/A","3A","2","0.00","0.00"
"3018372","N/A","3A","1","0.00","0.00"
"32221188161","N/A","3A","2","0.00","0.00"
"32221188164","N/A","3A","2","0.00","0.00"
"7.773.479.1","N/A","3A","7","0.00","0.00"
"RS3971","N/A","3A","1","0.00","0.00"
"RS5335","N/A","3A","4","0.00","0.00"
"AB03515","N/A","3A","1","0.00","0.00"
"AB3535","N/A","3A","1","0.00","0.00"
"O 986 B03 907","N/A","3A","5","0.00","0.00"
"55028451","N/A","3A","1","0.00","0.00"
"321-2411","N/A","3A","1","0.00","0.00"
"P134353","N/A","3A","1","0.00","0.00"
"P134354","N/A","3A","5","0.00","0.00"
"P500149","N/A","3A","12","0.00","0.00"
"P537876","N/A","3A","2","0.00","0.00"
"P537877","N/A","3A","0","0.00","0.00"
"P77-2524","N/A","3A","4","0.00","0.00"
"P780522","N/A","3A","2","0.00","0.00"
"P780523","N/A","3A","2","0.00","0.00"
"P821908","N/A","3A","1","0.00","0.00"
"P822768","N/A","3A","1","0.00","0.00"
"P822769","N/A","3A","1","0.00","0.00"
"X770693","N/A","3A","1","0.00","0.00"
"FR-1108","N/A","3A","1","0.00","0.00"
"AF0047200","N/A","3A","2","0.00","0.00"
"AF25964","N/A","3A","2","0.00","0.00"
"AF472","N/A","3A","2","0.00","0.00"
"AF472M","N/A","3A","2","0.00","0.00"
"AF4753M","N/A","3A","1","0.00","0.00"
"AF-4761","N/A","3A","1","0.00","0.00"
"AF4761M","N/A","3A","4","0.00","0.00"
"AF975M","N/A","3A","1","0.00","0.00"
"C24650/1","N/A","3A","1","0.00","0.00"
"AL30394","N/A","3A","5","0.00","0.00"
"R/FA/6A","N/A","3A","6","0.00","0.00"
"R/FA/6B","N/A","3A","1","0.00","0.00"
"CA-1112","N/A","3A","2","0.00","0.00"
"88021199","N/A","3A","2","0.00","0.00"
"AR-541","N/A","3A","11","0.00","0.00"
"AF471","N/A","3A","5","0.00","0.00"
"FR1384","N/A","3A","2","0.00","0.00"
"SC-38","N/A","3A","1","0.00","0.00"
"AR-2143","N/A","3A","1","0.00","0.00"
"AR540","N/A","3A","9","0.00","0.00"
"WAP-384","N/A","3A","1","0.00","0.00"
"DA6121","N/A","3A","4","0.00","0.00"
"E08841201041","N/A","3A","48","0.00","0.00"
"E08841201041","N/A","3A","2","0.00","0.00"
"BF909","N/A","3A","3","0.00","0.00"
"BT8851-MPG","N/A","3A","3","0.00","0.00"
"1R-076","N/A","3A","1","0.00","0.00"
"1R-1808","N/A","3A","4","0.00","0.00"
"03009960","N/A","3A","1","0.00","0.00"
"P551315","N/A","3A","15","0.00","0.00"
"FF185","N/A","3A","2","0.00","0.00"
"FF5321","N/A","3A","7","0.00","0.00"
"P5797","N/A","3A","2","0.00","0.00"
"PS6829","N/A","3A","1","0.00","0.00"
"P-5128","N/A","3A","1","0.00","0.00"
"KC186","N/A","3A","2","0.00","0.00"
"R90-30M","N/A","3A","1","0.00","0.00"
"R60A","N/A","3A","1","0.00","0.00"
"AF-1104","N/A","3A","1","0.00","0.00"
"SC-39","N/A","3A","1","0.00","0.00"
"77734791","N/A","3A","4","0.00","0.00"
"FS1234","N/A","3A","1","0.00","0.00"
"1764944","N/A","3A","1","0.00","0.00"
"1837319","N/A","3A","1","0.00","0.00"
"8231101804","N/A","3A","2","0.00","0.00"
"8231101804","N/A","3A","2","0.00","0.00"
"3222318729","N/A","3A","11","0.00","0.00"
"P164164","N/A","3A","3","0.00","0.00"
"P164166","N/A","3A","3","0.00","0.00"
"P164174","N/A","3A","1","0.00","0.00"
"P164174","N/A","3A","1","0.00","0.00"
"P164378","N/A","3A","2","0.00","0.00"
"P164381","N/A","3A","21","0.00","0.00"
"P165675","N/A","3A","1","0.00","0.00"
"P165876","N/A","3A","11","0.00","0.00"
"P551348","N/A","3A","12","0.00","0.00"
"HF35018","N/A","3A","16","0.00","0.00"
"940818Q","N/A","3A","1","0.00","0.00"
"81558479","N/A","3A","3","0.00","0.00"
"EAR52NCD","N/A","3A","4","0.00","0.00"
"W1170/7","N/A","3A","3","0.00","0.00"
"ML1000G","N/A","3A","1","0.00","0.00"
"ML1000G","N/A","3A","2","0.00","0.00"
"E04020302002","N/A","3A","5","0.00","0.00"
"55193142","N/A","3A","4","0.00","0.00"
"252-6338","N/A","3A","1","0.00","0.00"
"P551856","N/A","3A","1","0.00","0.00"
"FS1241","N/A","3A","1","0.00","0.00"
"FS1254","N/A","3A","3","0.00","0.00"
"FS19519","N/A","3A","2","0.00","0.00"
"FS19732","N/A","3A","2","0.00","0.00"
"PS6643","N/A","3A","1","0.00","0.00"
"1000FH32430","N/A","3A","1","0.00","0.00"
"250034-086","N/A","3A","1","0.00","0.00"
"R326-1643","N/A","3A","2","0.00","0.00"
"SC-40","N/A","3A","1","0.00","0.00"
"K-17012","N/A","3A","1","0.00","0.00"
"SC-41","N/A","3A","4","0.00","0.00"
"2911011202","N/A","3A","3","0.00","0.00"
"3222986146","N/A","3A","8","0.00","0.00"
"X770693","N/A","3A","4","0.00","0.00"
"X7706989","N/A","3A","4","0.00","0.00"
"P550162","N/A","3A","1","0.00","0.00"
"LF678","N/A","3A","4","0.00","0.00"
"3222325376","N/A","3A","12","0.00","0.00"
"DR-4465","N/A","3A","1","0.00","0.00"
"SC-42","N/A","3A","4","0.00","0.00"
"SC-43","N/A","3A","1","0.00","0.00"
"FRDEWW-01","N/A","3A","1","0.00","50.23"
"FRDEWW-02","N/A","3A","5","0.00","41.02"
"FRDEWW-03","N/A","3A","1","0.00","25.75"
"FRDEWW-04","N/A","3A","1","0.00","15.30"
"FRDEWW-05","N/A","3A","2","0.00","16.30"
"FRDEDII-01","N/A","3A","0","0.00","59.16"
"FRDEDII-02","N/A","3A","0","0.00","31.16"
"FRDEDII-03","N/A","3A","1","0.00","47.16"
"FRDEDII-04","N/A","3A","1","0.00","27.60"
"FRDEDII-05","N/A","3A","1","0.00","34.90"
"FRDEDII-06","N/A","3A","0","0.00","9.50"
"FRD 01/04-02","N/A","3A","2","0.00","43.54"
"FRD 01/04-04","N/A","3A","4","0.00","69.06"
"FRD 01/04-09","N/A","3A","1","0.00","14.72"
"FRD 01/04-10","N/A","3A","1","0.00","205.00"
"FRD E08841201041","N/A","3A","44","0.00","250.00"
"FRD E04020302002","N/A","3A","5","0.00","325.00"
"FRD ZN3000-40102","N/A","3A","4","0.00","193.68"
"ROC F9-01","N/A","3A","0","0.00","120.00"
"ROC F9-02","N/A","3A","0","0.00","146.00"
"ROC F9-03","N/A","3A","0","0.00","0.00"
"ROC F9-04","N/A","3A","0","0.00","0.00"
"ROC F9-05","N/A","3A","4","0.00","89.62"
"ROC F9-06","N/A","3A","2","0.00","65.85"
"ROC F9-07","N/A","3A","6","0.00","0.00"
"ROC F9-08","N/A","3A","1","0.00","108.05"
"ROC F9-09","N/A","3A","2","0.00","0.00"
"ROC F9-10","N/A","3A","0","0.00","0.00"
"ROC F9-11","N/A","3A","0","0.00","65.85"
"ROC F9-12","N/A","3A","8","0.00","213.00"
"ROC F9-13","N/A","3A","1","0.00","151.25"
"ROC F9-14","N/A","3A","1","0.00","168.05"
"ROC F9-15","N/A","3A","2","0.00","18.00"
"ROC F9-16","N/A","3A","4","0.00","282.30"
"ROC F9-17","N/A","3A","3","0.00","716.60"
"ROC F9-18","N/A","3A","8","0.00","80.00"
"TAMROC-01","N/A","3A","4","0.00","0.00"
"TAMROC-02","N/A","3A","2","0.00","0.00"
"TAMROC-03","N/A","3A","4","0.00","83.00"
"TAMROC-04","N/A","3A","6","0.00","75.00"
"TAMROC-05","N/A","3A","4","0.00","55.42"
"TAMROC-06","N/A","3A","0","0.00","0.00"
"TAMROC-07","N/A","3A","16","0.00","0.00"
"TAMROC-08","N/A","3A","2","0.00","30.51"
"TAMROC-09","N/A","3A","23","0.00","161.00"
"TAMROC-10","N/A","3A","2","0.00","91.88"
"TAMROC-11","N/A","3A","0","0.00","63.19"
"TAMROC-12","N/A","3A","1","0.00","114.08"
"TAMROC-13","N/A","3A","1","0.00","0.00"
"ROC L8-01","N/A","3A","1","0.00","146.00"
"ROC L8-02","N/A","3A","0","0.00","170.00"
"ROC L8-03","N/A","3A","1","0.00","146.00"
"ROC L8-04","N/A","3A","0","0.00","170.00"
"ROC L8-05","N/A","3A","2","0.00","65.85"
"ROC L8-06","N/A","3A","0","0.00","34.55"
"ROC L8-07","N/A","3A","0","0.00","60.00"
"ROC L8-08","N/A","3A","0","0.00","0.00"
"ROC L8-09","N/A","3A","3","0.00","137.07"
"ROC L8-10","N/A","3A","5","0.00","18.00"
"ROC L8-11","N/A","3A","3","0.00","151.25"
"ROC L8-12","N/A","3A","3","0.00","168.05"
"ROC L8-13","N/A","3A","3","0.00","213.00"
"ROC L8-14","N/A","3A","6","0.00","0.00"
"ROC L8-15","N/A","3A","4","0.00","0.00"
"ROC L8-16","N/A","3A","3","0.00","282.30"
"ROC L8-17","N/A","3A","0","0.00","451.68"
"ROC L8-18","N/A","3A","1","0.00","95.00"
"ROC L8-19","N/A","3A","3","0.00","161.92"
"ROC L8-20","N/A","3A","3","0.00","98.62"
"ATLAS 722-01","N/A","3A","4","0.00","36.29"
"ATLAS 722-02","N/A","3A","3","0.00","19.11"
"ATLAS 722-03","N/A","3A","4","0.00","19.30"
"ATLAS 722-04","N/A","3A","2","0.00","21.70"
"ATLAS 722-05","N/A","3A","0","0.00","0.00"
"ATLAS 722-06","N/A","3A","0","0.00","0.00"
"ATLAS 722-07","N/A","3A","2","0.00","22.07"
"SULLAIR 750-01","N/A","3A","4","0.00","59.44"
"SULLAIR 750-02","N/A","3A","5","0.00","46.00"
"SULLAIR 750-05","N/A","3A","7","0.00","7.80"
"SULLAIR 750-06","N/A","3A","9","0.00","13.05"
"SULLAIR 750-07","N/A","3A","0","0.00","95.55"
"SULLAIR 185-01","N/A","3A","0","0.00","16.87"
"SULLAIR 185-02","N/A","3A","0","0.00","9.52"
"SULLAIR 185-03","N/A","3A","0","0.00","0.00"
"SULLAIR 185-04","N/A","3A","0","0.00","0.00"
"SULLAIR 185-05","N/A","3A","0","0.00","0.00"
"SULLAIR 185-06","N/A","3A","1","0.00","8.06"
"SULLAIR 185-07","N/A","3A","1","0.00","55.00"
"SULLAIR 185-08","N/A","3A","2","0.00","5.60"
"TOYOTA 5L-01","N/A","3A","2","0.00","15.84"
"TOYOTA 5L-02","N/A","3A","3","0.00","8.54"
"TOYOTA 5L-03","N/A","3A","6","0.00","5.14"
"TOYOTA 5L-04","N/A","3A","4","0.00","98.00"
"TOYOTA IMV-01","N/A","3A","3","0.00","13.62"
"TOYOTA IMV-02","N/A","3A","1","0.00","4.68"
"TOYOTA IMV-03","N/A","3A","1","0.00","7.54"
"TOYOTA IMV-05","N/A","3A","1","0.00","7.98"
"F 4000-01","N/A","3A","0","0.00","0.00"
"F 4000-02","N/A","3A","6","0.00","10.93"
"F 4000-03","N/A","3A","0","0.00","6.95"
"F 4000-04","N/A","3A","1","0.00","0.00"
"F 4000-05","N/A","3A","0","0.00","0.00"
"FORD RANG-01","N/A","3A","1","0.00","9.10"
"FORD RANG-02","N/A","3A","0","0.00","0.00"
"FORD RANG-03","N/A","3A","0","0.00","0.00"
"FORD RANG-04","N/A","3A","0","0.00","0.00"
"FORD TRAN-01","N/A","3A","1","0.00","9.10"
"FORD TRAN-02","N/A","3A","1","0.00","6.32"
"FORD TRAN-03","N/A","3A","2","0.00","52.97"
"FORD TRAN-04","N/A","3A","0","0.00","0.00"
"FIAT EURO-01","N/A","3A","1","0.00","30.88"
"FIAT EURO-02","N/A","3A","0","0.00","0.00"
"FIAT EURO-03","N/A","3A","0","0.00","8.45"
"FIAT EURO-04","N/A","3A","2","0.00","13.60"
"FIAT EURO-05","N/A","3A","1","0.00","0.00"
"FIAT EURO-06","N/A","3A","0","0.00","0.00"
"FIAT EURO-07","N/A","3A","0","0.00","0.00"
"FIAT TRAKE-01","N/A","3A","0","0.00","0.00"
"FIAT TRAKE-02","N/A","3A","0","0.00","0.00"
"FIAT TRAKE-03","N/A","3A","4","0.00","15.84"
"FIAT TRAKE-04","N/A","3A","3","0.00","527.10"
"FIAT TRAKE-05","N/A","3A","1","0.00","14.35"
"FIAT TRAKE-06","N/A","3A","0","0.00","632.00"
"KANGOO-01","N/A","3A","0","0.00","0.00"
"KANGOO-02","N/A","3A","0","0.00","0.00"
"KANGOO-03","N/A","3A","0","0.00","0.00"
"KANGOO-04","N/A","3A","1","0.00","26.07"
"CAT 950G-01","N/A","3A","0","0.00","41.20"
"CAT 950G-02","N/A","3A","0","0.00","58.92"
"CAT 950G-03","N/A","3A","0","0.00","11.94"
"CAT 950G-04","N/A","3A","1","0.00","43.89"
"CAT 950G-05","N/A","3A","0","0.00","20.34"
"CAT 950G-06","N/A","3A","0","0.00","33.72"
"CAT 950G-07","N/A","3A","0","0.00","0.00"
"MINI CARG- 01","N/A","3A","0","0.00","0.00"
"MINI CARG- 02","N/A","3A","0","0.00","0.00"
"MINI CARG- 03","N/A","3A","0","0.00","0.00"
"MINI CARG- 04","N/A","3A","0","0.00","0.00"
"MINI CARG- 05","N/A","3A","2","0.00","82.50"
"TURCHI AC","N/A","3A","0","0.00","0.00"
"TURCHI COM","N/A","3A","0","0.00","0.00"
"TURCHI MOT 1","N/A","3A","0","0.00","0.00"
"TURCHI MOT 2","N/A","3A","0","0.00","0.00"
"P550881","DONALDSON","3A","-1","0.00","44.70"
"P550428","DONALDSON","3A","2","0.00","36.50"
"P164381","DONALDSON","3A","5","0.00","74.40"
"P780522","DONALDSON","3A","6","0.00","116.50"
"P780523","DONALDSON","3A","3","0.00","68.12"
"P537876","DONALDSON","3A","4","0.00","124.21"
"P537877","DONALDSON","3A","6","0.00","65.41"
"P550848","DONALDSON","3A","0","0.00","80.90"
"P165876","DONALDSON","3A","5","0.00","113.83"
"P551348","DONALDSON","3A","7","0.00","42.40"
"RS5335","BALDWIN","3A","4","0.00","0.00"
"RS3744","BALDWIN","3A","2","0.00","0.00"
"2206063319","CUMMINS","3A","5","0.00","0.00"
"2206065309","CUMMINS","3A","4","0.00","0.00"
"2207066385","CUMMINS","3A","3","0.00","0.00"
"FF5321","CUYOPARTS","3A","6","0.00","21.30"
"LF667","CUYOPARTS","3A","2","0.00","17.78"
"BT8851-MPG","CUYOPARTS","3A","3","0.00","85.10"
"AF25964","CUYOPARTS","3A","2","0.00","56.17"
"P777639","CUYOPARTS","3A","2","0.00","42.63"
"H9075","CUYOPARTS","3A","3","0.00","127.37"
"Z719","N/A","3A","10","0.00","5.63"
"Z718","N/A","3A","10","0.00","5.63"
"H4LEED","N/A","3A","2","0.00","23.19"
"5W24V","N/A","3A","10","0.00","0.99"
"P164164","DONALDSON","3A","6","0.00","172.42"
"55193142","SDVK","3A","8","0.00","175.40"
"81893749","SDVK","3A","3","0.00","114.90"
"55043237","SDVK","3A","10","0.00","20.58"
"88479009","SDVK","3A","2","0.00","464.54"
"8537016","SDVK","3a","2","0.00","6.59"
"15235798","SDVK","3a","17","0.00","38.68"
"15225488","SDVK","3a","14","0.00","136.36"
"55025900","SDVK","3a","8","0.00","544.86"
"88630449","SDVK","3a","8","0.00","279.54"
"55168783","SDVK","3a","2","0.00","888.70"
"55003855","SDVK","3a","2","0.00","122.37"
"55007750","SDVK","3a","1","0.00","1,541.60"
"81438799","SDVK","3a","1","0.00","281.32"
"80759069","SDVK","3a","8","0.00","79.16"
"85168219","SDVK","3a","7","0.00","6.41"
"AF00100438","SDVK","3a","3","0.00","1.13"
"55042331","SDVK","3a","2","0.00","155.52"
"PD527","N/A","3A","0","0.00","203.78"
"PD528","N/A","3A","0","0.00","166.00"
"55042333","SDVK","3A","1","0.00","1,353.40"
"55042209","SDVK","3A","1","0.00","1,028.65"
"P551315","CUYOPARTS","3A","2","0.00","15.52"
